exercise_name_en,exercise_type,body_part,equipment,level,description
Squatting cable EZ-bar biceps curl,力量训练,Biceps,拉力器,Intermediate,"The squatting cable EZ-bar biceps curl is an exercise that builds and strengthens the biceps while the lower body is in a static squat position. It is usually performed for higher rep sets, such as 8-12 reps per set or more, in combination with other curls or arm training. It is most similar in arm positioning to a preacher curl, but has some unique benefits to the lower body, as well."
Cable straight-bar biceps curl,力量训练,Biceps,拉力器,Intermediate,"The cable straight-bar biceps curl takes a classic bodybuilding exercise, the standing barbell curl, and replaces the barbell with a handle attached to a cable. This is a common burnout move performed for moderate to high reps, such as 8-12 reps per set, as part of an upper-body or arm-focused workout."
Standing reverse-grip cable curl,力量训练,Biceps,拉力器,Intermediate,"The standing reverse-grip cable curl takes a classic bodybuilding exercise, the reverse barbell curl, and tweaks it by using a handle attached to a cable stack instead. It targets the forearm muscles and brachialis to a greater degree than underhand biceps curl variations. Because grip is a limitation, this move is commonly performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout."
Lying high-cable biceps curl,力量训练,Biceps,拉力器,Intermediate,The lying high-cable biceps curl is a single-joint exercise targeting the biceps in a prone (face-up) position. It is usually performed for moderate to high reps as part of the arm-focused portion of a workout.
High-Pulley Cable Curl - Gethin Variation,力量训练,Biceps,拉力器,Intermediate,"Also known as a crucifix curl, the overhead cable curl is a biceps-focused exercise performed between two cable stacks, using a pair of D-handles. The arms and elbows are held at shoulder height throughout the movement, and both hands curl in toward the ears. This position is designed to eliminate shoulder involvement and momentum, while targeting the biceps peak. This movement is generally done for moderate to high reps, such as 8-12 reps per set or more, as part of arm-focused training."
Standing High Cable Curl - Gethin Variation,力量训练,Biceps,拉力器,Intermediate,"The cable straight-bar biceps curl takes a classic bodybuilding exercise, the standing barbell curl, and replaces the barbell with a handle attached to a cable. This is a common burnout move performed for moderate to high reps, such as 8-12 reps per set, as part of an upper-body or arm-focused workout."
High Cable Curls,力量训练,Biceps,拉力器,Intermediate,The lying high-cable biceps curl is a single-joint exercise targeting the biceps in a prone (face-up) position. It is usually performed for moderate to high reps as part of the arm-focused portion of a workout.
Seated cable biceps curl,力量训练,Biceps,拉力器,Intermediate,The seated cable biceps curl is a single-joint arm exercise intended to isolate the biceps. The seated position helps eliminate the use of momentum. This movement is usually performed for moderate to high reps for a burn and pump as part of an arm-focused workout.
Lying Close-Grip Bar Curl On High Pulley - Gethin Variation,力量训练,Biceps,拉力器,Intermediate,The lying high-cable biceps curl is an unusual move for building the biceps—but it’s a highly effective one. Lying prone and curling down toward you provides a different stimulus than more standard approaches allow.
Standing Cable Curl - Gethin Variation,力量训练,Biceps,拉力器,Intermediate,"The cable straight-bar biceps curl takes a classic bodybuilding exercise, the standing barbell curl, and replaces the barbell with a handle attached to a cable. This is a common burnout move performed for moderate to high reps, such as 8-12 reps per set, as part of an upper-body or arm-focused workout."
Double Arm Cable Biceps Curl,力量训练,Biceps,拉力器,Intermediate,
AM Cable Biceps Curl,力量训练,Biceps,拉力器,Intermediate,"The cable straight-bar biceps curl takes a classic bodybuilding exercise, the standing barbell curl, and replaces the barbell with a handle attached to a cable. This is a common burnout move performed for moderate to high reps, such as 8-12 reps per set, as part of an upper-body or arm-focused workout."
Single-arm cable biceps curl,力量训练,Biceps,拉力器,Intermediate,"The single-arm cable biceps curl is a single-joint isolation exercise for building the biceps. This move is intended to be strict and deliberate; this is not an exercise for using momentum or otherwise cheating. It is usually performed for moderate to high reps, such as 8-12 reps or more per set, as part of an arm-focused workout."
UP Cable Curl With Straight Bar,力量训练,Biceps,拉力器,Intermediate,
30 Arms Cable Rope Hammer Curl,力量训练,Biceps,拉力器,Intermediate,
30 Arms Squatting Cable Straight-Bar Curl,力量训练,Biceps,拉力器,Intermediate,
30 Arms High Cable Curl,力量训练,Biceps,拉力器,Intermediate,
30 Arms Cable Straight-Bar Curl,力量训练,Biceps,拉力器,Intermediate,
30 Arms Cable Concentration Curl,力量训练,Biceps,拉力器,Intermediate,
30 Arms BFR High Cable Curl,力量训练,Biceps,拉力器,Intermediate,
BFR cable rope hammer curl,力量训练,Biceps,拉力器,Intermediate,"The blood flow restriction (BFR) cable rope hammer curl is an arm movement that builds biceps size and strength using a cable stack, rope grip, and blood flow restriction bands. It is popular in high-rep ""pump""-style arm workouts. The bands should be placed as high as possible on your arms, at a tightness of no greater than 8 on a scale of 10. Most BFR workouts recommend using a far lighter weight than usual, perhaps as low as 25-50 percent of a normal working weight."
Machine Bicep Curl,力量训练,Biceps,器械,Beginner,
Machine Preacher Curls,力量训练,Biceps,器械,Beginner,The machine preacher curl is an isolation exercise targeting the biceps.
Single-arm machine preacher curl,力量训练,Biceps,器械,Intermediate,"The single-arm machine preacher curl is a popular exercise to build size and strength in the biceps. It approximates the motion of a free-weight preacher curl, but uses a selectorized weight stack or plate-loaded machine. Many such machines offer different grips and grip widths. Machine biceps curls are often done for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or arm-focused portion of a workout."
Machine preacher curl,力量训练,Biceps,器械,Intermediate,"The machine preacher curl is a popular exercise to build size and strength in the biceps. It approximates the motion of a free-weight preacher curl, but uses a selectorized weight stack or plate-loaded machine. Many such machines offer different grips and grip widths. Machine biceps curls are often done for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or arm-focused portion of a workout."
Smith machine drag curl,力量训练,Biceps,器械,Intermediate,"The Smith machine drag curl is a biceps-focused exercise using the bar in a Smith machine. It is usually trained in moderate to high reps, at least 8-15 reps per set, and can work in the biceps-focused portion of any workout."
30 Arms BFR Machine Preacher Curl,力量训练,Biceps,器械,Intermediate,
Seated Biceps,拉伸,Biceps,徒手,Beginner,
TBS Chin-Up,力量训练,Biceps,徒手,Intermediate,"The a chin-up is a variation of the pull-up exercise in which the reps are performed with the palms facing toward the body, in an underhand position, with a grip that is narrower than shoulder-width. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, but it utilizes the biceps slightly more than overhand pull-ups. It can be used as a more shoulder-friendly alternative to straight-bar pull-ups, or to help perform more reps than you can perform overhand."
Pull-up - Gethin Variation,力量训练,Biceps,徒手,Intermediate,"The pull-up is a multi-joint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of “relative strength” which is strength in relation to bodyweight."
UN Pull-Up Supinated,力量训练,Biceps,徒手,Intermediate,
UN Pull-Up Pronated,力量训练,Biceps,徒手,Intermediate,
UN Pull-Up Neutral,力量训练,Biceps,徒手,Intermediate,
EZ-Bar Curl,力量训练,Biceps,曲杆,Intermediate,"The standing EZ-bar curl is an immensely popular exercise targeting the biceps. It is commonly performed for moderate to high reps as part of an upper body or arms-focused workout. Many gyms even have EZ-bars at fixed weights, allowing for easy weight changes."
